Company,TypeName,Ram,Weight,Touchscreen,Price,Ips,ppi,Cpu_brand,HDD,SSD,Gpu_brand,os
Lenovo,Notebook,4,2.2,0,1914,0,141.211998082198,Intel Core i5,1000,0,Intel,Others/No OS/Linux
HP,Notebook,8,2.5,0,4172,0,127.335674571231,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,0,3607,0,141.211998082198,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,8,1.37,0,8028,1,226.983004681061,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,16,3.2,0,6349,0,127.335674571231,AMD Processor,0,256,AMD,Windows
Dell,Notebook,8,2.14,0,3013,0,141.211998082198,Intel Core i7,0,256,AMD,Others/No OS/Linux
Lenovo,2 in 1 Convertible,16,1.36,1,10242,0,209.80068286498,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,8,2.2,0,3328,0,100.454669861136,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,12,2.3,0,2922,0,100.454669861136,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,2.8,0,4504,0,127.335674571231,Intel Core i7,0,128,AMD,Others/No OS/Linux
Acer,Notebook,8,2.2,0,3053,1,141.211998082198,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.8,0,2004,0,106.113062142692,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,2.8,0,3480,0,127.335674571231,Intel Core i7,2000,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,6,2.8,0,3521,0,106.113062142692,Intel Core i7,0,128,Nvidia,Windows
Dell,Notebook,4,2.25,0,1754,0,141.211998082198,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Lenovo,Gaming,8,2.5,0,3398,1,141.211998082198,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.2,0,2373,0,141.211998082198,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,3.0,0,3898,1,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,2.15,1,2701,1,141.211998082198,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,8,1.95,0,4496,1,141.211998082198,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,8,1.7,0,4004,0,141.211998082198,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,2.5,0,4832,1,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.2,0,2701,0,141.211998082198,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Acer,Notebook,2,2.19,0,816,0,100.454669861136,Other Intel Processor,0,16,Intel,Others/No OS/Linux
Asus,Gaming,8,3.0,0,4865,0,127.335674571231,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,2.54,0,2004,0,106.113062142692,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.0,0,7496,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.05,0,3029,0,141.211998082198,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,3.2,0,5324,1,141.211998082198,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,8,2.5,0,4012,0,141.211998082198,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Dell,Workstation,16,3.42,0,11823,0,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,0,2045,0,141.211998082198,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,16,1.63,0,6017,0,141.211998082198,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.3,0,2086,0,111.935203559552,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,16,2.9,0,8697,0,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.8,0,2660,0,106.113062142692,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,0,2250,0,100.454669861136,Intel Core i5,2000,0,Nvidia,Others/No OS/Linux
Asus,Gaming,8,2.5,0,5185,0,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
Lenovo,Notebook,4,2.2,0,1475,0,100.454669861136,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
HP,2 in 1 Convertible,16,1.28,1,8094,0,165.6321180513,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,2.2,0,4275,1,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,0,3357,0,141.211998082198,Intel Core i5,0,128,Nvidia,Windows
HP,Notebook,4,1.86,0,1922,0,141.211998082198,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,1.1,0,4094,1,165.6321180513,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.21,1,10242,1,331.264236102601,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,16,2.8,0,8603,1,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,8,2.23,0,1922,0,141.211998082198,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,2,1.1,1,1127,0,135.094211192562,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,2.33,0,3459,0,141.211998082198,Intel Core i5,0,128,AMD,Windows
HP,2 in 1 Convertible,16,1.29,1,10037,1,331.264236102601,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,1.45,0,1885,0,117.826530062686,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,1.95,0,4016,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,1.4,0,1988,0,135.094211192562,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.48,0,5295,0,157.350512148735,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,2.79,0,2414,0,106.113062142692,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,8,2.0,0,4484,0,157.350512148735,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.1,0,3697,1,100.454669861136,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,8,2.2,0,2701,0,100.454669861136,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,1.44,0,1197,0,111.935203559552,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,6,2.23,0,2250,0,100.454669861136,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,8,1.7,0,4303,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.26,0,5471,0,176.232573606583,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,32,2.06,1,10816,0,282.423996164397,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,2.7,0,4914,0,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,2.0,0,3865,1,141.211998082198,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2.0,0,5467,0,157.350512148735,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.85,0,1840,0,141.211998082198,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,8,2.5,0,4094,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.48,0,5197,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.9,0,4299,1,141.211998082198,Intel Core i5,0,128,Nvidia,Windows
HP,Notebook,8,1.84,0,4689,0,141.211998082198,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.0,0,1127,0,100.454669861136,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,8,2.0,0,4684,0,141.211998082198,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.2,0,1127,0,100.454669861136,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Lenovo,Notebook,12,2.2,0,3685,0,141.211998082198,AMD Processor,2000,0,AMD,Windows
HP,Notebook,8,2.1,0,2934,1,141.211998082198,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.4,1,8603,1,316.965060443496,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.2,0,6471,0,165.6321180513,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,2.4,0,4627,1,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,2,1.44,0,1143,0,111.935203559552,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,16,1.88,0,6590,0,141.211998082198,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,1.5,1,1537,0,135.094211192562,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,8,1.9,0,2717,0,141.211998082198,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,16,2.06,1,8309,0,282.423996164397,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,1.84,0,5344,0,141.211998082198,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,2.7,0,5775,0,127.335674571231,Intel Core i7,0,128,Nvidia,Windows
HP,Workstation,8,2.6,0,7124,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,16,2.4,0,5750,1,141.211998082198,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.02,0,3979,0,141.211998082198,Intel Core i7,0,128,AMD,Windows
Lenovo,Notebook,4,2.2,0,1320,0,100.454669861136,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Gaming,8,2.65,0,4094,0,141.211998082198,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.36,1,2284,0,100.454669861136,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,8,1.36,0,5849,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.86,0,1799,0,100.454669861136,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,8,2.0,0,3873,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,6,2.8,0,2947,0,106.113062142692,Intel Core i5,0,128,Nvidia,Windows
HP,Notebook,8,1.86,0,2619,0,141.211998082198,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,2.2,0,2045,0,100.454669861136,Intel Core i3,0,256,Nvidia,Others/No OS/Linux
HP,Notebook,8,2.04,0,1594,0,100.454669861136,Other Intel Processor,2000,0,Intel,Windows
Dell,Notebook,8,2.8,0,4447,0,127.335674571231,Intel Core i5,0,128,AMD,Windows
Lenovo,Gaming,8,2.4,0,3316,1,141.211998082198,Intel Core i5,0,128,Nvidia,Others/No OS/Linux
Dell,Notebook,8,2.33,0,3685,0,141.211998082198,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.36,0,7172,1,157.350512148735,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.26,1,4504,0,141.211998082198,Intel Core i7,0,512,Nvidia,Windows
Acer,Notebook,4,2.1,0,1746,0,100.454669861136,AMD Processor,0,128,AMD,Windows
Asus,Gaming,16,3.25,0,9013,1,127.335674571231,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,2.6,0,2004,0,106.113062142692,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,8,1.62,1,3562,0,165.6321180513,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.91,0,2004,0,141.211998082198,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,4,1.59,0,2266,1,135.094211192562,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,4,1.8,0,1266,0,100.454669861136,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,4,1.5,0,1172,0,111.935203559552,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,8,2.4,0,3467,0,141.211998082198,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
HP,Gaming,8,3.35,0,4881,1,127.335674571231,Intel Core i7,0,128,Nvidia,Windows
Lenovo,Notebook,4,1.85,0,1654,0,141.211998082198,Intel Core i3,0,128,Intel,Others/No OS/Linux
Asus,Gaming,8,2.3,0,6783,1,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
Lenovo,Notebook,8,1.5,0,4504,1,157.350512148735,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,1,7168,0,165.6321180513,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,1.13,0,9353,1,209.80068286498,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,1.5,0,2250,1,165.6321180513,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,2.23,0,5611,0,141.211998082198,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,8,2.0,0,8750,1,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.42,1,10283,0,209.80068286498,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,3.0,0,4258,0,127.335674571231,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,16,3.0,0,6521,0,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,2.2,0,2844,1,100.454669861136,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,8,2.7,0,5529,0,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.33,0,3192,0,141.211998082198,Intel Core i7,0,256,AMD,Others/No OS/Linux
HP,Ultrabook,4,1.91,0,2045,0,141.211998082198,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.1,0,5039,1,141.211998082198,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,1.9,0,3844,1,157.350512148735,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,1.78,1,11115,0,282.423996164397,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,16,1.13,0,10758,1,209.80068286498,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,2.2,0,1254,0,100.454669861136,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,2.9,0,6267,0,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.1,0,4691,1,141.211998082198,Intel Core i5,0,256,AMD,Windows
Acer,Notebook,8,2.5,0,3603,0,141.211998082198,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
MSI,Gaming,16,2.8,0,9217,0,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,0,7676,0,157.350512148735,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,16,1.2,0,7160,0,165.6321180513,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.36,0,6885,0,157.350512148735,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,0,1676,0,141.211998082198,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,2,1.15,0,1248,0,135.094211192562,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,8,2.67,0,7890,0,141.211998082198,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,8,1.7,0,7963,1,209.80068286498,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,2.1,0,1922,0,141.211998082198,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,8,1.6,1,3234,1,165.6321180513,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.27,1,3803,1,165.6321180513,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.3,0,2455,0,141.211998082198,Intel Core i5,0,256,AMD,Others/No OS/Linux
Dell,Notebook,4,1.65,0,2824,0,117.826530062686,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.43,0,6148,0,157.350512148735,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.14,0,2213,0,100.454669861136,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,8,1.75,0,4981,1,157.350512148735,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,16,2.0,1,7783,1,282.423996164397,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,6,1.4,0,1840,1,267.338436034403,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,2.31,0,5849,0,141.211998082198,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,8,2.3,0,2447,0,141.211998082198,Intel Core i3,1000,0,Nvidia,Others/No OS/Linux
Dell,Gaming,16,4.42,0,11472,1,169.780899428308,Intel Core i7,0,256,Nvidia,Windows
Dell,Gaming,8,2.62,0,4750,1,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
Dell,Notebook,8,2.02,0,4682,0,141.211998082198,Intel Core i7,0,256,AMD,Windows
Dell,Ultrabook,8,1.6,0,4504,0,157.350512148735,Intel Core i7,0,256,Intel,Others/No OS/Linux
HP,Gaming,12,3.35,0,8193,0,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,1.16,1,1225,1,189.905790524336,Other Intel Processor,0,32,Intel,Windows
Samsung,Netbook,4,1.15,0,1102,0,135.094211192562,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,1.4,0,4139,1,165.6321180513,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.7,0,2455,1,157.350512148735,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,16,2.3,0,10021,1,282.423996164397,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,16,2.5,0,10037,0,141.211998082198,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,8,3.2,0,6947,0,127.335674571231,AMD Processor,0,256,AMD,Windows
HP,Notebook,4,2.1,0,1422,0,100.454669861136,Other Intel Processor,500,0,Intel,Windows
Google,Ultrabook,16,1.1,1,9013,0,234.507400030178,Intel Core i7,0,512,Intel,Others/No OS/Linux
Lenovo,Ultrabook,24,1.32,0,9763,0,209.80068286498,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2.0,0,2291,0,141.211998082198,Intel Core i5,0,256,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.8,0,2127,0,106.113062142692,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,4,2.2,0,3070,0,141.211998082198,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.36,0,5857,1,176.232573606583,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,0,1430,0,141.211998082198,Other Intel Processor,0,128,Intel,Windows
HP,Gaming,8,2.2,0,4504,1,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
Dell,Notebook,8,1.64,0,4832,0,157.350512148735,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,0,1811,0,100.454669861136,Intel Core i5,500,0,Intel,Others/No OS/Linux
Dell,Workstation,8,2.23,0,8168,0,141.211998082198,Other Intel Processor,0,0,Nvidia,Windows
MSI,Gaming,8,2.2,0,4212,0,141.211998082198,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,16,1.25,1,10611,0,200.842559936957,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.91,0,2414,0,100.454669861136,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,16,2.17,0,8094,1,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,8,2.31,0,6287,1,141.211998082198,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.65,0,5512,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.36,0,4012,0,141.211998082198,Intel Core i7,0,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.47,1,1963,0,135.094211192562,Other Intel Processor,500,0,Intel,Windows
Dell,Notebook,8,4.42,0,8385,1,127.335674571231,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,4,1.252,1,4053,0,200.842559936957,Other Intel Processor,0,128,Intel,Windows
Microsoft,Ultrabook,8,1.25,1,7373,0,200.842559936957,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.5,0,2623,0,106.113062142692,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,4,2.23,0,2230,0,141.211998082198,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,4,1.4,0,1783,0,135.094211192562,Other Intel Processor,0,128,Intel,Windows
Asus,Notebook,8,2.37,0,3070,0,141.211998082198,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,1.5,0,3275,1,157.350512148735,Intel Core i7,0,512,AMD,Others/No OS/Linux
Lenovo,Notebook,8,2.67,0,8566,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,2.0,0,1246,0,100.454669861136,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,2.2,0,1922,0,100.454669861136,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,2.02,0,3111,0,141.211998082198,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,3.78,0,6963,1,127.335674571231,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,0,7615,1,209.80068286498,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.29,1,8193,1,331.264236102601,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.9,0,4730,0,141.211998082198,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,1.1,1,5226,0,234.507400030178,Intel Core i5,0,128,Intel,Others/No OS/Linux
Dell,Ultrabook,8,1.42,1,7549,0,165.6321180513,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,2.06,0,5324,1,282.423996164397,Intel Core i7,0,128,Intel,Windows
Dell,Notebook,8,1.79,0,3033,0,111.935203559552,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,1.78,0,9869,0,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,1.7,0,5590,0,157.350512148735,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,2.2,0,2766,0,141.211998082198,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,1.05,0,6853,1,165.6321180513,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.16,0,5172,1,141.211998082198,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,2.18,0,2404,0,100.454669861136,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,1.49,0,2975,1,165.6321180513,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,1.89,0,1020,0,141.211998082198,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.3,0,2316,0,100.454669861136,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,1.75,0,4299,1,157.350512148735,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,2.17,0,9582,1,141.211998082198,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,2.06,0,7783,0,141.211998082198,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,0,7369,1,176.232573606583,Intel Core i7,0,512,Intel,Windows
Asus,Ultrabook,16,0.91,0,7992,0,176.232573606583,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.3,0,4148,1,141.211998082198,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,1,11472,0,165.6321180513,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,1.99,0,5533,0,141.211998082198,Intel Core i7,0,128,Nvidia,Windows
Acer,Notebook,8,2.2,0,2373,0,100.454669861136,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,24,4.33,1,5201,1,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,0,4504,1,125.367427986698,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,2.17,0,3684,0,141.211998082198,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.48,0,7168,0,157.350512148735,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,8,1.4,0,3889,1,165.6321180513,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,8,2.3,0,3734,1,141.211998082198,Intel Core i5,0,256,Intel,Windows
Asus,Netbook,4,1.2,0,1393,0,135.094211192562,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.91,0,2537,0,100.454669861136,Intel Core i5,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.4,1,6553,1,158.482530221748,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.1,0,1225,0,111.935203559552,Other Intel Processor,500,0,Intel,Windows
Lenovo,Netbook,4,1.25,0,1086,0,135.094211192562,Other Intel Processor,0,16,Intel,Others/No OS/Linux
Lenovo,Notebook,8,1.44,0,3889,0,165.6321180513,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2.0,0,5017,0,141.211998082198,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.2,0,2512,1,141.211998082198,Intel Core i5,1000,0,Nvidia,Windows
HP,Ultrabook,8,1.34,0,5422,1,165.6321180513,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,8,2.4,0,4709,1,141.211998082198,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,1.29,1,3685,1,165.6321180513,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,4,2.2,0,2619,0,141.211998082198,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,8,2.18,0,3426,0,141.211998082198,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,2.2,0,4997,0,141.211998082198,Intel Core i7,0,256,AMD,Windows
Xiaomi,Notebook,16,1.95,0,5738,1,141.211998082198,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Asus,Netbook,2,1.1,0,1004,0,135.094211192562,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,4,2.04,1,2137,0,100.454669861136,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,24,2.24,0,12164,0,141.211998082198,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,2.04,0,3644,0,141.211998082198,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,16,3.0,0,6164,0,127.335674571231,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Gaming,8,3.2,0,5734,1,141.211998082198,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.32,0,5734,1,165.6321180513,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.64,0,5245,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.63,0,2824,0,100.454669861136,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.8,0,3644,1,127.335674571231,Intel Core i5,0,128,AMD,Others/No OS/Linux
Lenovo,Notebook,8,2.02,0,5492,0,157.350512148735,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,0,3275,0,141.211998082198,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,0,1881,0,100.454669861136,Intel Core i3,2000,0,Nvidia,Others/No OS/Linux
Dell,Notebook,4,2.3,0,2398,0,141.211998082198,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,8,1.9,0,5644,0,141.211998082198,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,0,12348,1,127.335674571231,Intel Core i7,0,128,Nvidia,Windows
Toshiba,Notebook,8,2.0,0,3525,1,141.211998082198,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,8,2.0,0,5324,1,282.423996164397,Intel Core i7,0,256,Nvidia,Windows
Mediacom,Notebook,4,1.2,0,1512,1,165.6321180513,Other Intel Processor,0,32,Intel,Windows
